Unnamed: 0,tweet_id,favorite_count,retweet_count
901,755206590534418437,16542,5398
902,755110668769038337,21327,11162
903,754874841593970688,0,7962
904,754856583969079297,6931,2540
905,754747087846248448,2603,525
906,754482103782404096,5323,1967
907,754449512966619136,3777,736
908,754120377874386944,7925,2368
909,753655901052166144,5869,2180
910,753420520834629632,7957,3590
911,753398408988139520,5793,1916
912,753375668877008896,7687,2336
913,753298634498793472,0,5738
914,753294487569522689,3390,1049
915,753039830821511168,37300,20996
916,753026973505581056,3932,973
917,752932432744185856,12693,6891
918,752917284578922496,6961,1587
919,752701944171524096,0,2887
920,752682090207055872,6027,1601
921,752660715232722944,4394,1566
922,752568224206688256,5538,2297
923,752519690950500352,7409,3454
924,752334515931054080,3833,1099
925,752309394570878976,0,16313
926,752173152931807232,5993,1849
927,751950017322246144,3072,924
928,751937170840121344,5208,1338
929,751830394383790080,5832,1959
930,751793661361422336,5853,2911
931,751598357617971201,7959,3053
932,751583847268179968,4416,1108
933,751538714308972544,5056,1269
934,751456908746354688,3231,1007
935,751251247299190784,12577,5909
936,751205363882532864,6349,1825
937,751132876104687617,5096,1300
938,750868782890057730,4810,1371
939,750719632563142656,13228,5061
940,750506206503038976,4458,1147
941,750429297815552001,13219,4299
