Unnamed: 0,tweet_id,favorite_count,retweet_count
942,750383411068534784,4581,1155
943,750381685133418496,699,27
944,750147208377409536,3118,962
945,750132105863102464,3631,1295
946,750117059602808832,4352,1318
947,750101899009982464,3049,848
948,750086836815486976,2175,536
949,750071704093859840,7859,3351
950,750056684286914561,3172,900
951,750041628174217216,3195,622
952,750026558547456000,2727,792
953,750011400160841729,3253,908
954,749996283729883136,3078,820
955,749981277374128128,5137,2476
956,749774190421639168,4671,1316
957,749417653287129088,6126,1644
958,749403093750648834,2632,536
959,749395845976588288,8592,3443
960,749317047558017024,5518,2241
961,749075273010798592,5768,2077
962,749064354620928000,4820,1530
963,749036806121881602,3102,795
964,748977405889503236,10792,3405
965,748932637671223296,5829,2261
966,748705597323898880,2788,950
967,748699167502000129,4760,1592
968,748692773788876800,4261,1335
969,748575535303884801,6090,1975
970,748568946752774144,2200,669
971,748346686624440324,5225,1228
972,748337862848962560,7663,4114
973,748324050481647620,3687,760
974,748307329658011649,3678,713
975,748220828303695873,14177,7819
976,747963614829678593,5789,2148
977,747933425676525569,6608,2544
978,747885874273214464,2947,978
979,747844099428986880,2825,750
980,747816857231626240,4861,1164
981,747651430853525504,1392,156
982,747648653817413632,12920,5866
983,747600769478692864,2325,556
984,747594051852075008,3683,1057
985,747512671126323200,5555,1611
986,747461612269887489,3872,1042
987,747439450712596480,5428,1917
988,747242308580548608,0,2905
989,747219827526344708,5272,1571
990,747204161125646336,3377,924
991,747103485104099331,9581,3962
992,746906459439529985,2897,297
993,746872823977771008,5992,2133
994,746818907684614144,5321,1743
995,746790600704425984,4879,1604
996,746757706116112384,9589,3909
997,746726898085036033,6051,1798
998,746542875601690625,5038,1878
999,746521445350707200,0,983
1000,746507379341139972,4657,1083
1001,746369468511756288,6178,1627
1002,746131877086527488,6910,2203
1003,746056683365994496,3550,810
1004,745789745784041472,4022,1064
1005,745712589599014916,7007,2330
1006,745433870967832576,7074,2536
1007,745422732645535745,8576,2435
1008,745314880350101504,7182,2749
1009,745074613265149952,7836,3498
1010,745057283344719872,7249,2262
1011,744995568523612160,2964,620
1012,744971049620602880,7879,2683
1013,744709971296780288,5611,1562
1014,744334592493166593,6777,2114
1015,744234799360020481,156316,77871
1016,744223424764059648,1662,366
1017,743980027717509120,4170,1092
1018,743895849529389061,3643,961
1019,743835915802583040,0,2075
1020,743609206067040256,4475,1382
1021,743595368194129920,18372,6526
1022,743545585370791937,3527,940
1023,743510151680958465,7915,3719
1024,743253157753532416,4226,1224
1025,743222593470234624,6217,1901
1026,743210557239623680,3837,1361
1027,742534281772302336,7057,3569
1028,742528092657332225,4411,1976
1029,742465774154047488,7252,3893
1030,742423170473463808,9810,3766
1031,742385895052087300,6801,1968
1032,742161199639494656,4337,1370
1033,742150209887731712,5127,1543
1034,741793263812808706,4538,1508
1035,741743634094141440,8166,2746
1036,741438259667034112,3673,831
1037,741303864243200000,8775,3201
1038,741099773336379392,9979,5501
1039,741067306818797568,9496,3097
1040,740995100998766593,6357,2737
1041,740711788199743490,3396,933
1042,740699697422163968,2844,783
1043,740676976021798912,18138,6803
1044,740373189193256964,34902,13291
1045,740365076218183684,2453,431
1046,740359016048689152,3296,864
1047,740214038584557568,6677,1959
1048,739979191639244800,19925,5903
1049,739932936087216128,4050,1070
1050,739844404073074688,3795,852
1051,739623569819336705,3756,1347
1052,739606147276148736,5370,1650
1053,739544079319588864,39434,21187
1054,739485634323156992,7141,2918
1055,739238157791694849,115513,57737
1056,738891149612572673,111,6
1057,738885046782832640,3766,1140
1058,738883359779196928,3293,789
1059,738537504001953792,5066,1537
1060,738402415918125056,3239,835
1061,738184450748633089,4305,1204
1062,738166403467907072,8747,3344
1063,738156290900254721,2502,639
1064,737826014890496000,5256,1761
1065,737800304142471168,9963,3446
1066,737678689543020544,5023,1314
1067,737445876994609152,10223,4441
1068,737322739594330112,3587,810
1069,737310737551491075,14613,7389
1070,736736130620620800,4248,1721
1071,736392552031657984,17621,7350
1072,736365877722001409,3963,1238
1073,736225175608430592,8097,2771
1074,736010884653420544,7873,2983
1075,735991953473572864,3580,1147
1076,735648611367784448,4017,1097
1077,735635087207878657,6131,2332
1078,735274964362878976,12963,5012
1079,735256018284875776,3320,880
1080,735137028879360001,3122,966
1081,734912297295085568,2740,524
1082,734787690684657664,12489,6249
1083,734776360183431168,2491,541
1084,734559631394082816,1477,394
1085,733828123016450049,3562,778
1086,733822306246479872,3666,1018
1087,733482008106668032,3125,948
1088,733460102733135873,4182,1275
1089,733109485275860992,50007,16784
1090,732732193018155009,2427,533
1091,732726085725589504,3531,883
1092,732585889486888962,3644,776
1093,732375214819057664,8048,2502
1094,732005617171337216,14824,5380
1095,731285275100512256,3475,985
1096,731156023742988288,3825,1258
1097,730924654643314689,6115,1961
1098,730573383004487680,4882,2122
1099,730427201120833536,3472,1045
1100,730211855403241472,3800,1053
1101,730196704625098752,4826,1892
1102,729854734790754305,4007,1118
1103,729838605770891264,1718,381
1104,729823566028484608,3957,1239
1105,729463711119904772,5769,2302
1106,729113531270991872,1874,323
1107,728986383096946689,3126,818
1108,728760639972315136,4659,1692
1109,728751179681943552,2752,674
1110,728653952833728512,3289,1027
1111,728409960103686147,4886,1990
1112,728387165835677696,3670,956
1113,728046963732717569,4276,1192
1114,728035342121635841,4542,1653
1115,728015554473250816,4090,1098
1116,727685679342333952,2944,636
1117,727644517743104000,5854,1737
1118,727524757080539137,4449,1211
1119,727314416056803329,3319,737
1120,727286334147182592,3030,808
1121,727175381690781696,3888,1375
1122,727155742655025152,3601,1326
1123,726935089318363137,6838,2444
1124,726887082820554753,3822,1514
1125,726828223124897792,3548,996
1126,726224900189511680,4403,1139
1127,725842289046749185,7043,2659
1128,725786712245440512,4143,1360
1129,725729321944506368,5178,1773
1130,725458796924002305,1400,611
1131,724983749226668032,3703,1304
1132,724771698126512129,2335,635
1133,724405726123311104,5246,1635
1134,724049859469295616,4294,1763
1135,724046343203856385,2643,553
1136,724004602748780546,4157,1543
1137,723912936180330496,3862,1227
1138,723688335806480385,7626,2921
1139,723673163800948736,2990,882
1140,723179728551723008,5270,1856
1141,722974582966214656,4072,1548
1142,722613351520608256,4935,1627
1143,721503162398597120,4592,1838
1144,721001180231503872,2510,607
1145,720785406564900865,3093,761
1146,720775346191278080,2446,659
1147,720415127506415616,4104,1490
1148,720389942216527872,6335,2490
1149,720340705894408192,2853,971
1150,720059472081784833,3843,1109
1151,720043174954147842,4871,1991
1152,719991154352222208,4803,1729
1153,719704490224398336,4510,1419
1154,719551379208073216,5022,1895
1155,719367763014393856,2783,738
1156,719339463458033665,4400,1222
1157,719332531645071360,3412,944
1158,718971898235854848,3467,1069
1159,718939241951195136,5220,1748
1160,718631497683582976,18737,7980
1161,718613305783398402,2416,477
1162,718540630683709445,2438,1007
1163,718460005985447936,2680,521
1164,718454725339934721,4831,1499
1165,718246886998687744,1905,498
1166,718234618122661888,3845,989
1167,717841801130979328,2453,601
1168,717790033953034240,2862,1103
1169,717537687239008257,5752,1844
1170,717428917016076293,1606,447
1171,717421804990701568,3140,841
1172,717047459982213120,6257,1918
1173,717009362452090881,3236,957
1174,716802964044845056,4252,1160
1175,716791146589110272,8100,1565
1176,716730379797970944,1225,424
1177,716447146686459905,12982,5820
1178,716439118184652801,2363,207
1179,716285507865542656,2747,1050
1180,716080869887381504,6707,1889
1181,715928423106027520,3176,874
1182,715758151270801409,3697,1427
1183,715733265223708672,4631,1678
1184,715704790270025728,2774,562
1185,715696743237730304,3889,1281
1186,715680795826982913,4277,1603
1187,715360349751484417,5443,1555
1188,715342466308784130,3022,688
1189,715220193576927233,2411,643
1190,715200624753819648,5106,1871
1191,715009755312439296,4135,1222
1192,714982300363173890,3708,1026
1193,714962719905021952,7308,4233
1194,714957620017307648,4103,1402
1195,714631576617938945,3260,992
1196,714606013974974464,3611,923
1197,714485234495041536,2668,1120
1198,714258258790387713,3017,714
1199,714251586676113411,3260,830
1200,714214115368108032,2262,864
1201,714141408463036416,4290,1390
1202,713919462244790272,3275,783
1203,713909862279876608,1890,533
1204,713900603437621249,2815,738
1205,713761197720473600,4841,1369
1206,713411074226274305,4414,1289
1207,713177543487135744,7183,2815
1208,713175907180089344,4434,1466
1209,712809025985978368,18440,6659
1210,712717840512598017,12274,4946
1211,712668654853337088,4160,1206
1212,712438159032893441,5301,1553
1213,712309440758808576,241,25
1214,712097430750289920,3761,1022
1215,712092745624633345,2923,883
1216,712085617388212225,3252,484
1217,712065007010385924,2255,617
1218,711998809858043904,0,125
1219,711968124745228288,8029,2289
1220,711743778164514816,2827,976
1221,711732680602345472,8795,4090
1222,711694788429553666,32700,18220
1223,711652651650457602,3826,908
1224,711363825979756544,3630,1132
1225,711306686208872448,3292,732
1226,711008018775851008,2984,611
1227,710997087345876993,4538,1376
1228,710844581445812225,2531,684
1229,710833117892898816,2668,532
1230,710658690886586372,2303,555
1231,710609963652087808,4768,2368
1232,710588934686908417,4512,1855
1233,710296729921429505,2359,731
1234,710283270106132480,2136,517
1235,710272297844797440,4510,1241
1236,710269109699739648,2383,1115
1237,710153181850935296,2890,880
1238,710140971284037632,2743,874
1239,710117014656950272,5458,1981
1240,709918798883774466,3465,1078
1241,709901256215666688,666,99
1242,709852847387627521,3508,1195
1243,709566166965075968,3535,1202
1244,709556954897764353,3284,1064
1245,709519240576036864,1486,236
1246,709449600415961088,2210,565
1247,709409458133323776,2607,679
1248,709225125749587968,2399,570
1249,709207347839836162,12487,5768
1250,709198395643068416,2417,640
1251,709179584944730112,1992,664
1252,709158332880297985,2022,411
1253,709042156699303936,4717,1620
1254,708853462201716736,1790,655
1255,708845821941387268,2972,896
1256,708834316713893888,1677,495
1257,708810915978854401,16392,6887
1258,708738143638450176,2727,804
1259,708711088997666817,2529,715
1260,708479650088034305,2532,677
1261,708469915515297792,3086,806
1262,708400866336894977,15913,10021
1263,708356463048204288,3566,1314
1264,708349470027751425,2332,735
1265,708149363256774660,4259,1544
1266,708130923141795840,3369,850
1267,708119489313951744,2676,977
1268,708109389455101952,1935,548
1269,708026248782585858,4368,1921
1270,707995814724026368,3110,1118
1271,707983188426153984,49,2
1272,707969809498152960,2689,959
1273,707776935007539200,3268,952
1274,707741517457260545,2479,611
1275,707738799544082433,4063,2447
1276,707693576495472641,3391,987
1277,707629649552134146,2559,871
1278,707610948723478529,16913,6328
1279,707420581654872064,2262,695
1280,707411934438625280,2294,596
1281,707387676719185920,3483,1282
1282,707377100785885184,3268,1088
1283,707315916783140866,2461,633
1284,707297311098011648,2760,781
1285,707059547140169728,2584,667
1286,707038192327901184,2174,788
1287,707021089608753152,4057,1350
1288,707014260413456384,2303,596
1289,706904523814649856,14511,7820
1290,706901761596989440,2048,589
1291,706681918348251136,3285,968
1292,706644897839910912,2557,1083
1293,706593038911545345,2145,629
1294,706538006853918722,3462,1421
1295,706516534877929472,3092,1027
1296,706346369204748288,3434,922
1297,706310011488698368,21233,7887
1298,706291001778950144,1687,473
1299,706265994973601792,2721,930
1300,706169069255446529,3892,2199
1301,706166467411222528,5149,1590
1302,706153300320784384,1477,383
1303,705975130514706432,3089,729
1304,705970349788291072,3151,889
1305,705898680587526145,2357,548
1306,705786532653883392,1928,516
1307,705591895322394625,3144,1149
1308,705475953783398401,2947,909
1309,705442520700944385,4412,1619
1310,705428427625635840,3801,1678
1311,705239209544720384,2995,745
1312,705223444686888960,2578,796
1313,705102439679201280,2134,516
1314,705066031337840642,2175,616
1315,704871453724954624,4258,1112
1316,704859558691414016,2248,540
1317,704847917308362754,5055,1521
1318,704819833553219584,2625,986
1319,704761120771465216,6615,2905
1320,704499785726889984,2906,1011
1321,704491224099647488,752,78
1322,704480331685040129,3378,1062
1323,704364645503647744,7972,3534
1324,704347321748819968,1572,349
1325,704134088924532736,1497,456
1326,704113298707505153,1845,569
1327,704054845121142784,2914,911
1328,703774238772166656,1836,459
1329,703769065844768768,3265,1135
1330,703631701117943808,2572,677
1331,703611486317502464,3835,1523
1332,703425003149250560,3795,1359
1333,703407252292673536,2440,693
1334,703382836347330562,3500,1144
1335,703356393781329922,1911,383
1336,703268521220972544,1964,548
1337,703079050210877440,7362,3068
1338,703041949650034688,26268,12448
1339,702932127499816960,2572,727
1340,702899151802126337,1605,451
1341,702684942141153280,3213,1072
1342,702671118226825216,2192,553
1343,702598099714314240,12197,3419
1344,702539513671897089,2870,959
1345,702332542343577600,3172,1544
1346,702321140488925184,3262,1038
1347,702276748847800320,2455,762
1348,702217446468493312,4768,1329
1349,701981390485725185,3441,990
1350,701952816642965504,3832,1021
1351,701889187134500865,3527,1384
1352,701805642395348998,3399,1672
1353,701601587219795968,2082,448
1354,701570477911896070,2804,921
1355,701545186879471618,2655,607
1356,701214700881756160,12156,5082
1357,700890391244103680,2207,564
1358,700864154249383937,2589,620
1359,700847567345688576,2452,501
1360,700796979434098688,2432,935
1361,700747788515020802,22766,9279
1362,700518061187723268,2602,794
1363,700505138482569216,2280,567
1364,700462010979500032,4121,1779
1365,700167517596164096,2623,732
1366,700151421916807169,2230,670
1367,700143752053182464,7502,2710
1368,700062718104104960,2645,689
1369,700029284593901568,2065,585
1370,700002074055016451,3312,1338
1371,699801817392291840,3054,952
1372,699788877217865730,2224,508
1373,699779630832685056,2733,1227
1374,699775878809702401,1955,603
1375,699691744225525762,10242,4599
1376,699446877801091073,5934,2603
1377,699434518667751424,2157,515
1378,699423671849451520,1359,324
1379,699413908797464576,2073,624
1380,699370870310113280,1883,441
1381,699323444782047232,3142,858
1382,699088579889332224,2236,632
1383,699079609774645248,2446,653
1384,699072405256409088,2962,1188
1385,699060279947165696,3742,1797
1386,699036661657767936,2591,1194
1387,698989035503689728,3338,971
1388,698953797952008193,2673,895
1389,698907974262222848,2532,624
1390,698710712454139905,2459,678
1391,698703483621523456,1442,377
1392,698635131305795584,1291,338
1393,698549713696649216,2324,622
1394,698355670425473025,1848,448
1395,698342080612007937,2261,949
1396,698262614669991936,4734,1994
1397,698195409219559425,16697,5952
1398,698178924120031232,2796,737
1399,697995514407682048,1513,331
1400,697990423684476929,3273,1292
1401,697943111201378304,2376,680
1402,697881462549430272,3007,1174
1403,697630435728322560,1733,539
1404,697616773278015490,3154,1010
1405,697596423848730625,3009,1262
1406,697575480820686848,2032,497
1407,697516214579523584,2049,1111
1408,697482927769255936,2406,674
1409,697463031882764288,3413,1394
1410,697270446429966336,4679,1871
1411,697259378236399616,3283,1001
1412,697255105972801536,3025,1158
1413,697242256848379904,2504,668
1414,696900204696625153,3160,1018
1415,696894894812565505,2333,675
1416,696886256886657024,4838,1796
1417,696877980375769088,2426,708
1418,696754882863349760,1480,360
1419,696744641916489729,2053,936
1420,696713835009417216,2363,653
1421,696518437233913856,3901,1703
1422,696490539101908992,1209,141
1423,696488710901260288,2524,1015
1424,696405997980676096,3194,1151
1425,696100768806522880,1924,650
1426,695816827381944320,3001,1161
1427,695794761660297217,3147,761
1428,695767669421768709,1853,745
1429,695629776980148225,4551,2090
1430,695446424020918272,4383,1801
1431,695409464418041856,8645,3564
1432,695314793360662529,3615,1447
1433,695095422348574720,2623,611
1434,695074328191332352,2829,1092
1435,695064344191721472,1593,588
1436,695051054296211456,2657,784
1437,694925794720792577,2678,915
1438,694905863685980160,2741,936
1439,694669722378485760,35716,14324
1440,694356675654983680,1496,285
1441,694352839993344000,2031,613
1442,694342028726001664,1570,481
1443,694329668942569472,1998,499
1444,694206574471057408,4139,2029
1445,694183373896572928,2941,923
1446,694001791655137281,3398,1022
1447,693993230313091072,1871,400
1448,693942351086120961,1738,369
1449,693647888581312512,2679,583
1450,693644216740769793,1345,122
1451,693642232151285760,2527,410
1452,693629975228977152,2436,791
1453,693622659251335168,1534,372
1454,693590843962331137,5043,1949
1455,693582294167244802,1643,252
1456,693486665285931008,1775,634
1457,693280720173801472,3341,1231
1458,693267061318012928,2371,809
1459,693262851218264065,2209,498
1460,693231807727280129,2862,732
1461,693155686491000832,7853,3199
1462,693109034023534592,1711,610
1463,693095443459342336,1851,459
1464,692919143163629568,2664,752
1465,692905862751522816,2417,864
1466,692901601640583168,1759,599
1467,692894228850999298,2262,804
1468,692828166163931137,2860,880
1469,692752401762250755,6803,3631
1470,692568918515392513,4347,1529
1471,692535307825213440,3163,1357
1472,692530551048294401,1821,412
1473,692423280028966913,1477,225
1474,692417313023332352,9333,3454
1475,692187005137076224,2522,818
1476,692158366030913536,2139,787
1477,692142790915014657,1642,393
1478,692041934689402880,3388,1266
1479,692017291282812928,2879,956
1480,691820333922455552,3947,1657
1481,691793053716221953,8109,4211
1482,691756958957883396,2852,999
1483,691675652215414786,1947,506
1484,691483041324204033,2381,563
1485,691459709405118465,4030,1136
1486,691444869282295808,2642,845
1487,691416866452082688,19263,7604
1488,691321916024623104,2555,660
1489,691096613310316544,2949,876
1490,691090071332753408,1713,332
1491,690989312272396288,5883,2857
1492,690959652130045952,3569,1244
1493,690938899477221376,4072,1952
1494,690932576555528194,3280,1014
1495,690735892932222976,3775,1266
1496,690728923253055490,2174,514
1497,690690673629138944,2331,813
1498,690649993829576704,1300,278
1499,690607260360429569,295,18
1500,690597161306841088,1948,600
1501,690400367696297985,1879,451
1502,690374419777196032,3245,845
1503,690360449368465409,2667,877
1504,690348396616552449,1504,516
1505,690248561355657216,1665,415
1506,690021994562220032,2784,1029
1507,690015576308211712,2486,729
1508,690005060500217858,3658,1683
1509,689999384604450816,1414,369
1510,689993469801164801,1457,449
1511,689977555533848577,1368,444
1512,689905486972461056,2431,697
1513,689877686181715968,3032,1158
1514,689835978131935233,2165,742
1515,689661964914655233,3203,925
1516,689659372465688576,10340,3859
1517,689623661272240129,2224,639
1518,689599056876867584,11617,5504
1519,689557536375177216,2037,455
1520,689517482558820352,3384,1424
1521,689289219123089408,2252,938
1522,689283819090870273,3257,1099
1523,689280876073582592,1977,708
1524,689275259254616065,1140,243
1525,689255633275777024,2545,1079
1526,689154315265683456,3068,999
1527,689143371370250240,2007,508
1528,688916208532455424,2715,865
1529,688908934925697024,2106,763
1530,688898160958271489,2089,778
1531,688894073864884227,2233,689
1532,688828561667567616,1375,369
1533,688804835492233216,956,191
1534,688789766343622656,2207,660
1535,688547210804498433,2588,698
1536,688519176466644993,2305,723
1537,688385280030670848,9263,4462
1538,688211956440801280,2238,825
1539,688179443353796608,2131,580
1540,688116655151435777,2819,770
1541,688064179421470721,1727,358
1542,687841446767013888,5453,2503
1543,687826841265172480,2744,1115
1544,687818504314159109,2472,939
1545,687807801670897665,2394,715
1546,687732144991551489,1756,664
1547,687704180304273409,2419,840
1548,687664829264453632,1927,510
1549,687494652870668288,1893,577
1550,687480748861947905,1596,239
1551,687476254459715584,1981,532
1552,687460506001633280,2054,541
1553,687399393394311168,1887,616
1554,687317306314240000,20103,9141
1555,687312378585812992,4344,1896
1556,687127927494963200,5422,2264
1557,687124485711986689,2166,502
1558,687109925361856513,5782,2455
1559,687102708889812993,2340,975
1560,687096057537363968,2240,601
1561,686947101016735744,8611,3181
1562,686760001961103360,3508,1379
1563,686749460672679938,3466,1449
1564,686730991906516992,4129,1193
1565,686683045143953408,2817,798
1566,686618349602762752,3703,1361
1567,686606069955735556,1882,542
1568,686394059078897668,1731,685
1569,686386521809772549,3248,874
1570,686377065986265092,2205,565
1571,686358356425093120,2177,665
1572,686286779679375361,3998,1656
1573,686050296934563840,2211,726
1574,686035780142297088,1143,116
1575,686034024800862208,3082,1142
1576,686007916130873345,2481,410
1577,686003207160610816,1825,624
1578,685973236358713344,2096,522
1579,685943807276412928,1624,591
1580,685906723014619143,7491,2874
1581,685681090388975616,2028,124
1582,685667379192414208,2353,561
1583,685663452032069632,3232,1455
1584,685641971164143616,2928,776
1585,685547936038666240,32860,15583
1586,685532292383666176,3019,1155
1587,685325112850124800,9442,3959
1588,685321586178670592,2651,636
1589,685315239903100929,3316,1044
1590,685307451701334016,2068,441
1591,685268753634967552,3092,1193
1592,685198997565345792,2340,667
1593,685169283572338688,4097,1427
1594,684969860808454144,2385,368
1595,684959798585110529,6816,3113
1596,684940049151070208,3202,1041
1597,684926975086034944,3486,459
1598,684914660081053696,3503,1444
1599,684902183876321280,1872,527
1600,684880619965411328,2086,805
1601,684830982659280897,34956,21598
1602,684800227459624960,2734,1001
1603,684594889858887680,8884,3493
1604,684588130326986752,4105,1405
1605,684567543613382656,3012,1210
1606,684538444857667585,2644,948
1607,684481074559381504,3884,1164
1608,684460069371654144,1971,557
1609,684241637099323392,8121,3266
1610,684225744407494656,1225,207
1611,684222868335505415,3812,1365
1612,684200372118904832,2149,1030
1613,684195085588783105,1904,510
1614,684188786104872960,3486,1168
1615,684177701129875456,2008,659
1616,684147889187209216,2983,1511
1617,684122891630342144,2004,466
1618,684097758874210310,4106,1426
1619,683857920510050305,3799,1118
1620,683852578183077888,1929,344
1621,683849932751646720,2606,960
1622,683834909291606017,2614,1109
1623,683828599284170753,2785,1060
1624,683773439333797890,3335,1345
1625,683742671509258241,6456,3288
1626,683515932363329536,7322,2887
1627,683498322573824003,3169,961
1628,683481228088049664,2644,993
1629,683462770029932544,2419,670
1630,683449695444799489,3882,1601
1631,683391852557561860,7607,2389
1632,683357973142474752,2900,911
1633,683142553609318400,2856,1042
1634,683111407806746624,3388,907
1635,683098815881154561,2156,656
1636,683078886620553216,1983,560
1637,683030066213818368,2162,735
1638,682962037429899265,36723,16507
1639,682808988178739200,1780,167
1640,682788441537560576,2481,1105
1641,682750546109968385,1512,437
1642,682697186228989953,1314,356
1643,682662431982772225,3053,1077
1644,682638830361513985,2064,596
1645,682429480204398592,3425,1152
1646,682406705142087680,7545,1764
1647,682393905736888321,2221,671
1648,682389078323662849,1650,460
1649,682303737705140231,3047,969
1650,682259524040966145,4135,1202
1651,682242692827447297,3243,1160
1652,682088079302213632,18169,9820
1653,682059653698686977,4925,1674
1654,682047327939461121,3189,928
1655,682032003584274432,6550,1994
1656,682003177596559360,3122,1522
1657,681981167097122816,2798,1027
1658,681891461017812993,2467,814
1659,681694085539872773,12743,4037
1660,681679526984871937,1770,439
1661,681654059175129088,2630,918
1662,681610798867845120,1900,462
1663,681579835668455424,3537,1293
1664,681523177663676416,14244,5738
1665,681340665377193984,1638,275
1666,681339448655802368,9253,4067
1667,681320187870711809,2636,739
1668,681302363064414209,3914,1804
1669,681297372102656000,3207,947
1670,681281657291280384,3216,1091
1671,681261549936340994,1451,268
1672,681242418453299201,1481,527
1673,681231109724700672,2401,483
1674,681193455364796417,3687,1474
1675,680970795137544192,2413,653
1676,680959110691590145,4565,1993
1677,680940246314430465,3186,1047
1678,680934982542561280,2077,433
1679,680913438424612864,2394,619
1680,680889648562991104,1758,361
1681,680836378243002368,3448,1312
1682,680805554198020098,2148,660
1683,680801747103793152,2370,814
1684,680798457301471234,2834,1026
1685,680609293079592961,2629,697
1686,680583894916304897,3611,1326
1687,680497766108381184,4216,1902
1688,680494726643068929,1710,482
1689,680473011644985345,2537,739
1690,680440374763077632,1438,497
1691,680221482581123072,1457,291
1692,680206703334408192,2823,1158
1693,680191257256136705,2136,498
1694,680176173301628928,3868,1541
1695,680161097740095489,2311,729
1696,680145970311643136,3596,1728
1697,680130881361686529,2278,935
1698,680115823365742593,2703,899
1699,680100725817409536,3549,1365
1700,680085611152338944,12742,8934
1701,680070545539371008,2564,862
1702,679877062409191424,1981,644
1703,679872969355714560,2175,655
1704,679862121895714818,2444,616
1705,679854723806179328,2838,1220
1706,679844490799091713,2352,756
1707,679828447187857408,36057,13905
1708,679777920601223168,3074,1095
1709,679736210798047232,2082,781
1710,679729593985699840,2157,816
1711,679722016581222400,1656,461
1712,679530280114372609,4763,2065
1713,679527802031484928,2626,716
1714,679511351870550016,3347,1251
1715,679503373272485890,3141,1451
1716,679475951516934144,2080,632
1717,679462823135686656,31364,18630
1718,679405845277462528,2352,1194
1719,679158373988876288,21132,7962
1720,679148763231985668,2759,1017
1721,679132435750195208,2945,1143
1722,679111216690831360,5917,2552
1723,679062614270468097,16815,8001
1724,679047485189439488,2229,659
1725,679001094530465792,2799,1212
1726,678991772295516161,2279,1145
1727,678969228704284672,1637,453
1728,678800283649069056,2543,889
1729,678798276842360832,3422,1150
1730,678774928607469569,2788,894
1731,678767140346941444,3491,1343
1732,678764513869611008,1623,468
1733,678755239630127104,7038,3236
1734,678740035362037760,3720,1657
1735,678708137298427904,5538,2393
1736,678675843183484930,2833,1440
1737,678643457146150913,2031,401
1738,678446151570427904,3955,1523
1739,678424312106393600,5421,2508
1740,678410210315247616,4171,1781
1741,678399652199309312,78386,31353
1742,678396796259975168,1576,409
1743,678389028614488064,1857,418
1744,678380236862578688,2405,900
1745,678341075375947776,1709,529
1746,678334497360859136,1292,249
1747,678278586130948096,11290,6004
1748,678255464182861824,1578,358
1749,678023323247357953,1892,375
1750,678021115718029313,13490,6236
1751,677961670166224897,3377,1659
1752,677918531514703872,1331,400
1753,677895101218201600,4771,2038
1754,677716515794329600,3017,966
1755,677700003327029250,3340,1421
1756,677698403548192770,1210,315
1757,677687604918272002,2456,840
1758,677673981332312066,3282,1478
1759,677662372920729601,1928,942
1760,677644091929329666,1828,784
1761,677573743309385728,2097,691
1762,677565715327688705,1282,456
1763,677557565589463040,2408,1130
1764,677547928504967168,6847,3606
1765,677530072887205888,1048,224
1766,677335745548390400,2999,1747
1767,677334615166730240,1324,280
1768,677331501395156992,1072,232
1769,677328882937298944,3584,1478
1770,677314812125323265,1619,522
1771,677301033169788928,1216,394
1772,677269281705472000,1955,694
1773,677228873407442944,3496,1614
1774,677187300187611136,2703,906
1775,676975532580409345,2727,1047
1776,676957860086095872,2201,798
1777,676949632774234114,1280,390
1778,676948236477857792,2134,849
1779,676946864479084545,1704,363
1780,676942428000112642,2039,738
1781,676936541936185344,12522,4832
1782,676916996760600576,2937,1781
1783,676897532954456065,2209,708
1784,676864501615042560,2064,696
1785,676821958043033607,22557,15287
1786,676819651066732545,1787,650
1787,676811746707918848,1395,414
1788,676776431406465024,4917,1984
1789,676617503762681856,2841,943
1790,676613908052996102,1064,197
1791,676606785097199616,1861,425
1792,676603393314578432,1138,375
1793,676593408224403456,4494,2121
1794,676590572941893632,897,119
1795,676588346097852417,2271,765
1796,676582956622721024,1176,268
1797,676575501977128964,2535,1097
1798,676533798876651520,1836,542
1799,676496375194980353,1492,522
1800,676470639084101634,11396,4582
1801,676440007570247681,1688,646
1802,676430933382295552,1368,338
1803,676263575653122048,2043,531
1804,676237365392908289,1188,282
1805,676219687039057920,74945,30429
1806,676215927814406144,1705,563
1807,676191832485810177,2235,1007
1808,676146341966438401,1875,647
1809,676121918416756736,2120,1135
1810,676101918813499392,2772,1139
1811,676098748976615425,2939,1390
1812,676089483918516224,1284,427
1813,675898130735476737,1582,560
1814,675891555769696257,2083,834
1815,675888385639251968,2331,934
1816,675878199931371520,4090,1369
1817,675870721063669760,1591,551
1818,675853064436391936,2633,1261
1819,675849018447167488,921,140
1820,675845657354215424,2227,857
1821,675822767435051008,1487,522
1822,675820929667219457,1025,230
1823,675798442703122432,10030,3330
1824,675781562965868544,1593,456
1825,675740360753160193,1140,333
1826,675710890956750848,1847,794
1827,675707330206547968,1930,664
1828,675706639471788032,628,93
1829,675534494439489536,1777,403
1830,675531475945709568,1156,370
1831,675522403582218240,1016,281
1832,675517828909424640,1259,451
1833,675501075957489664,16753,5678
1834,675497103322386432,3068,1256
1835,675489971617296384,1264,580
1836,675483430902214656,1803,954
1837,675432746517426176,1485,552
1838,675372240448454658,1648,502
1839,675362609739206656,1023,226
1840,675354435921575936,31699,16313
1841,675334060156301312,2696,1247
1842,675166823650848770,3496,1544
1843,675153376133427200,6097,2504
1844,675149409102012420,3654,1636
1845,675147105808306176,917,227
1846,675146535592706048,1152,287
1847,675145476954566656,2078,869
1848,675135153782571009,1270,469
